key	text	tooltip
effects_description_wh_dlc04_effect_magic_vampires_enable_raise_dead_strigoi	Spell: "Command of the Unliving"	true
effects_description_wh_dlc05_effect_magic_life_enable_earth_blood_branchwraith	Spell: "Earth Blood"	true
effects_description_wh_main_effect_building_vampiric_mercenary_capacity_varghulf	do not translate	true
effects_description_wh_dlc04_effect_enable_mount_corpse_cart	Mount: Corpse Cart	true
effects_description_wh_main_effect_force_army_campaign_attrition_snow_resistance	Attrition: %+n% casualties suffered from snow attrition	true
effects_description_wh_main_effect_force_all_campaign_replenishment_rate_horde	Casualty replenishment rate: %+n%	true
effects_description_wh_dlc05_effect_tech_hero_xp_levels_branchwraiths	Hero recruit rank: %+n for Branchwraiths	true
effects_description_wh_dlc05_effect_dummy_enable_office_ancient_of_threllock	Unlocks the "Ancient of Threllock" position within the Gathering of the Ancients	true
effects_description_wh_main_effect_tech_upkeep_reduction_wraiths	Upkeep: %+n% for Cairn Wraiths and Hexwraiths units	true
effects_description_wh_main_effect_tech_melee_damage_increase_fanatics	Weapon strength: %+n% for Night Goblin (Fanatics) units	true
effects_description_wh_main_effect_agent_action_success_chance_runesmith	Hero action success chance: %+n% for Runesmiths	true
effects_description_wh_main_effect_tech_armour_increase_dwarf_characters	Armour: %+n for [[img:icon_general]][[/img]]Lords and embedded [[img:icon_hero]][[/img]]Heroes	true
effects_description_wh_dlc03_effect_tech_recruitment_cost_reduction_centigors	Recruitment cost: %+n% for Centigor units	true
effects_description_wh_dlc03_effect_tech_recruitment_cost_reduction_bestigors	Recruitment cost: %+n% for Bestigor units	true
effects_description_wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_4	Ability: "The Strength of the Land IV"	true
effects_description_wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_4	Passive ability: "The Unrelenting Herd IV"	true
effects_description_wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_1	Ability: "The Strength of the Land I"	true
effects_description_wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_1	Passive ability: "The Unrelenting Herd I"	true
effects_description_wh_main_effect_force_unit_stat_armour	Armour: %+n	true
effects_description_wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_3	Ability: "The Strength of the Land III"	true
effects_description_wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_3	Passive ability: "The Unrelenting Herd III"	true
effects_description_wh_dlc03_hero_passive_defensive_aura_unit_ability_enable_2	Ability: "The Strength of the Land II"	true
effects_description_wh_dlc03_hero_passive_offensive_aura_unit_ability_enable_2	Passive ability: "The Unrelenting Herd II"	true
effects_description_wh_main_effect_force_army_battle_cavalry_melee_damage	Weapon strength: %+n% for cavalry units	true
effects_description_wh_main_effect_force_army_battle_flying_charge_bonus	Charge bonus: %+n% for Vargheists and Terrorgheist units	true
effects_description_wh_main_effect_agent_action_assassinate_success_chance_enemy	[HIDDEN] Enemy Hero assassinate success chance: %+n%	true
effects_description_wh_main_effect_tech_movement_speed_increase_ghouls_horrors	Speed: %+n% for Crypt Ghoul and Crypt Horror units	true
effects_description_wh_main_effect_tech_recruitment_cost_reduction_savage_orcs	Recruitment cost: %+n% for Savage Orc units	true
effects_description_wh_main_effect_ability_enable_master_rune_of_grungni	Passive ability: "Master Rune of Grungni"	true
effects_description_wh_main_effect_agent_recruitment_cost_mod_champion_bretonnia	Hero recruitment cost: %+n% for Paladins	true
effects_description_wh_main_effect_magic_fire_cooldown_the_burning_head	Cooldown: %+n% to "The Burning Head"	true
effects_description_wh_main_effect_ability_enable_spider_banner	Passive ability: "Spider Banner"	true
effects_description_wh_main_effect_force_army_campaign_siege_defend_holdout_time	Siege holdout time: %+n	true
effects_description_wh_dlc04_effect_force_all_campaign_razing_income_not_shown	Income from razing settlements: %+n%	true
effects_description_wh_main_effect_force_army_battle_cavalry_melee_attack	Melee attack: %+n for cavalry units	true
effects_description_wh_main_effect_agent_action_engineer_hinder_army_buff	[[col:yellow]]Sabotage[[/col]] action: Movement range is modified by an additional %n%	true
effects_description_wh_main_effect_force_all_campaign_post_battle_loot_mod_hidden	[HIDDEN]	true
effects_description_wh_main_effect_force_army_campaign_local_happiness_repression	{{tr:public_order}}: %+n from military presence	true
effects_description_wh_main_effect_name_epithet_emp_the_disturbed	[HIDDEN] Adds the name "the Disturbed"	true
effects_description_wh_main_effect_name_epithet_dwf_the_disturbed	[HIDDEN] Adds the name "the Disturbed"	true
effects_description_wh_main_effect_name_epithet_grn_the_disturbed	[HIDDEN] Adds the name "the Disturbed"	true
effects_description_wh_main_effect_name_epithet_chs_the_disturbed	[HIDDEN] Adds the name "the Disturbed"	true
effects_description_wh_main_effect_name_epithet_brt_the_disturbed	[HIDDEN] Adds the name "the Disturbed"	true
effects_description_wh_main_effect_force_army_battle_dwf_tier_2_ammo	Ammunition: %+n% for Irondrakes, Cannon, Flame Cannon and Organ Gun units	true
effects_description_wh_main_effect_name_epithet_vmp_the_disturbed	[HIDDEN] Adds the name "the Disturbed"	true
effects_description_wh_main_effect_force_campaign_stance_begin_fatigued_3_winded	Vigour in battle: Winded	true
effects_description_wh_main_effect_agent_action_spy_hinder_province_buff	[[col:yellow]]Infiltrate[[/col]] action: Income is modified by an additional %n%	true
effects_description_wh_main_effect_force_army_battle_unit_morale_during_forest	Leadership: %+n during forest battles	true
effects_description_wh_main_effect_force_navy_battle_support_ship_missile_range	Range: %+n% for missile ships	true
effects_description_wh_main_effect_agent_action_success_chance	Hero action success chance: %+n%	true
effects_description_wh_main_effect_modify_vassal_income	Tribute from Vassals: %+n%	true
effects_description_wh_main_faction_diplomacy_penalty_greenskins	Diplomatic relations: %+n with Greenskin Tribes	true
effects_description_wh_main_effect_tech_melee_damage_increase_greenskin_spears	Weapon strength: %+n% for Greenskin units with spears	true
effects_description_wh_main_effect_unit_equipment_weapon_silver	[Will be renamed]Weaponsmithing II: %+n% melee damage for all unit recruits	true
effects_description_wh_main_effect_battle_magic_lil_waaagh_cooldown_rate	Cooldown: %+n% to Little Waaagh! spells	true
effects_description_wh_main_effect_force_army_campaign_attrition_all_resistance	Attrition: %+n% casualties suffered from all attrition	true
effects_description_EMPTY_EFFECT	((EMPTY EFFECT))	true
